"Points:0","Points:1","Points:2","intensity","laser_id","azimuth","distance_m","timestamp"
0.008310605771839619,5.952029228210449,-1.594842910766602,36.0,0.0,8.0,6.162,426912473.0
0.01333088334649801,8.48669719696045,0.1481360197067261,5.0,1.0,9.0,8.488,426912476.0
0.01047907117754221,6.004059314727783,-1.386148452758789,45.0,2.0,10.0,6.162,426912478.0
0.01651118323206902,8.600181579589844,0.4507172405719757,3.0,3.0,11.0,8.612,426912480.0
0.0116467522457242,6.066444873809814,-1.179199576377869,38.0,4.0,11.0,6.18,426912483.0
0.01818109676241875,8.680821418762207,0.7594751715660095,2.0,5.0,12.0,8.714,426912485.0
0.0138941491022706,6.12365198135376,-0.9698936939239502,41.0,6.0,13.0,6.2,426912487.0
0.02144886925816536,8.77805233001709,1.077812433242798,3.0,7.0,14.0,8.844,426912489.0
0.01619890332221985,6.187511444091797,-0.7597334980964661,33.0,8.0,15.0,6.234,426912492.0
0.02300291322171688,8.786445617675781,1.391641020774841,22.0,9.0,15.0,8.896,426912494.0
0.03663758188486099,13.11983299255371,-1.147841095924377,13.0,10.0,16.0,13.17,426912496.0
0.02643423341214657,8.909209251403809,1.73178243637085,2.0,11.0,17.0,9.076,426912499.0
0.03910935670137405,12.44885444641113,-0.6524200439453125,32.0,12.0,18.0,12.466,426912501.0
0.02971344999969006,8.960257530212402,2.068650007247925,3.0,13.0,19.0,9.196,426912503.0
0.04220252856612206,12.09008502960205,-0.2110344916582108,44.0,14.0,20.0,12.092,426912506.0
0.1226358488202095,35.13243865966797,9.413765907287598,1.0,15.0,20.0,36.372,426912508.0
0.02918142266571522,5.971282005310059,-1.600019335746765,40.0,0.0,28.0,6.182,426912529.0
0.06013078987598419,11.88003826141357,0.2073694914579391,15.0,1.0,29.0,11.882,426912531.0
0.0315595269203186,6.027370452880859,-1.391547203063965,42.0,2.0,30.0,6.186,426912533.0
0.06376714259386063,11.78565311431885,0.6176689267158508,18.0,3.0,31.0,11.802,426912536.0
0.03290750458836555,6.082073211669922,-1.182252526283264,40.0,4.0,31.0,6.196,426912538.0
0.06574153155088425,11.77085304260254,1.029832243919373,7.0,5.0,32.0,11.816,426912540.0
0.03541750460863113,6.149245738983154,-0.9739609956741333,40.0,6.0,33.0,6.226,426912542.0
0.05229011550545692,8.81166934967041,1.081956028938293,3.0,7.0,34.0,8.878,426912545.0
0.03793063759803772,6.209252834320068,-0.7624146342277527,37.0,8.0,35.0,6.256,426912547.0
0.05379385873675346,8.80606460571289,1.394769668579102,23.0,9.0,35.0,8.916,426912549.0
0.08263441920280457,13.15150260925293,-1.150630116462708,12.0,10.0,36.0,13.202,426912552.0
0.05765979737043381,8.928694725036621,1.735598564147949,3.0,11.0,37.0,9.096,426912554.0
0.08282865583896637,12.48858642578125,-0.6545134782791138,34.0,12.0,38.0,12.506,426912556.0
0.0612291656434536,8.995176315307617,2.076748132705688,4.0,13.0,39.0,9.232,426912559.0
0.08457206934690475,12.11385917663574,-0.2114533632993698,44.0,14.0,40.0,12.116,426912561.0
0.06394072622060776,9.158685684204102,2.454122066497803,6.0,15.0,40.0,9.482,426912563.0
0.05018674954771996,5.990461826324463,-1.605195760726929,38.0,0.0,48.0,6.202,426912584.0
0.1019415259361267,11.91974830627441,0.2080675959587097,58.0,1.0,49.0,11.922,426912586.0
0.05280285328626633,6.050607681274414,-1.39694607257843,41.0,2.0,50.0,6.21,426912589.0
0.05429497361183167,6.099589824676514,-1.185687065124512,42.0,4.0,51.0,6.214,426912593.0
0.05721106380224228,6.184639930725098,-0.9795926213264465,40.0,6.0,53.0,6.262,426912598.0
0.05983340740203857,6.232902526855469,-0.7653394937515259,37.0,8.0,55.0,6.28,426912602.0
0.08630102127790451,8.829511642456055,1.398524165153503,20.0,9.0,56.0,8.94,426912605.0
0.128697007894516,13.16707229614258,-1.152024626731873,13.0,10.0,56.0,13.218,426912607.0
0.1267449408769608,12.52017593383789,-0.6561881899833679,32.0,12.0,58.0,12.538,426912612.0
0.09343048185110092,9.072853088378906,2.094744205474854,4.0,13.0,59.0,9.312,426912614.0
0.1271709203720093,12.14348411560059,-0.2119769304990768,46.0,14.0,60.0,12.146,426912616.0
0.09599103778600693,9.166133880615234,2.4561927318573,9.0,15.0,60.0,9.49,426912618.0
