"Points:0","Points:1","Points:2","intensity","laser_id","azimuth","distance_m","timestamp"
0.01350911054760218,5.953951358795166,-1.595360636711121,35.0,0.0,13.0,6.164,472282421.0
0.02077111974358559,8.500679969787598,0.1483803540468216,5.0,1.0,14.0,8.502,472282423.0
0.01572879962623119,6.00794506072998,-1.387048244476318,42.0,2.0,15.0,6.166,472282425.0
0.02398836426436901,8.590177536010742,0.4501938819885254,3.0,3.0,16.0,8.602,472282427.0
0.01692427136003971,6.060542583465576,-1.178054690361023,40.0,4.0,16.0,6.174,472282430.0
0.02578018046915531,8.688772201538086,0.7601723670959473,2.0,5.0,17.0,8.722,472282432.0
0.01930009573698044,6.143391132354736,-0.9730224013328552,40.0,6.0,18.0,6.22,472282434.0
0.02918156795203686,8.79986572265625,1.080493569374084,3.0,7.0,19.0,8.866,472282437.0
0.02159159071743488,6.185510158538818,-0.7594897747039795,35.0,8.0,20.0,6.232,472282439.0
0.03216784074902534,8.77653980255127,1.390076637268066,20.0,9.0,21.0,8.886000000000001,472282441.0
0.04812329262495041,13.12975788116455,-1.148712635040283,12.0,10.0,21.0,13.18,472282444.0
0.03420143574476242,8.907218933105469,1.731400847434998,3.0,11.0,22.0,9.074,472282446.0
0.05002112314105034,12.46079921722412,-0.653048038482666,34.0,12.0,23.0,12.478,472282448.0
0.03757354989647865,8.969971656799316,2.070899486541748,3.0,13.0,24.0,9.206,472282450.0
0.05270074680447578,12.07804489135742,-0.2108250707387924,44.0,14.0,25.0,12.08,472282453.0
0.03980299457907677,9.122117042541504,2.444287061691284,0.0,15.0,25.0,9.444,472282455.0
0.03435895591974258,5.965458869934082,-1.598466396331787,36.0,0.0,33.0,6.176,472282476.0
0.07033192366361618,11.85198593139648,0.2068808227777481,29.0,1.0,34.0,11.854,472282478.0
0.03686700388789177,6.035135746002197,-1.393346786499023,41.0,2.0,35.0,6.194,472282480.0
0.03819042816758156,6.078115463256836,-1.18148934841156,38.0,4.0,36.0,6.192,472282485.0
0.07593630999326706,11.75883674621582,1.028786420822144,17.0,5.0,37.0,11.804,472282487.0
0.04082302376627922,6.155138492584229,-0.9748995900154114,39.0,6.0,38.0,6.232,472282490.0
0.08065307140350342,11.84874153137207,1.454876184463501,7.0,7.0,39.0,11.938,472282492.0
0.0434185117483139,6.219142436981201,-0.7636333107948303,37.0,8.0,40.0,6.266,472282494.0
0.06297311186790466,8.800077438354492,1.393831133842468,22.0,9.0,41.0,8.91,472282497.0
0.09409698098897934,13.14943313598633,-1.150455832481384,12.0,10.0,41.0,13.2,472282499.0
0.06550909578800201,8.936493873596191,1.737125039100647,1.0,11.0,42.0,9.104000000000001,472282501.0
0.09375695139169693,12.49250411987305,-0.6547228097915649,34.0,12.0,43.0,12.51,472282503.0
0.06922856718301773,9.014606475830078,2.081247091293335,3.0,13.0,44.0,9.252,472282506.0
0.09522189944982529,12.123779296875,-0.2116278856992722,46.0,14.0,45.0,12.126,472282508.0
0.07205454260110855,9.174080848693848,2.458263397216797,8.0,15.0,45.0,9.498,472282510.0
0.05334053561091423,5.992366313934326,-1.605713367462158,38.0,0.0,51.0,6.204,472282531.0
0.1080374866724014,11.90369606018066,0.207788348197937,54.0,1.0,52.0,11.906,472282533.0
0.05598896369338036,6.052527904510498,-1.397395968437195,38.0,2.0,53.0,6.212,472282536.0
0.1096668392419815,11.85522270202637,0.6213324666023254,61.0,3.0,53.0,11.872,472282538.0
0.05756271630525589,6.107413291931152,-1.187213540077209,41.0,4.0,54.0,6.222,472282540.0
0.1130877286195755,11.78045558929443,1.030703783035278,31.0,5.0,55.0,11.826,472282543.0
0.06035279482603073,6.174732685089111,-0.9780282974243164,40.0,6.0,56.0,6.252,472282545.0
0.06323760002851486,6.246765613555908,-0.7670456767082214,38.0,8.0,58.0,6.294,472282549.0
0.08954306691884995,8.845283508300781,1.401027083396912,20.0,9.0,58.0,8.956,472282552.0
0.135693833231926,13.17696475982666,-1.152896165847778,13.0,10.0,59.0,13.228,472282554.0
0.09465260058641434,9.03832721710205,1.756969213485718,8.0,11.0,60.0,9.208,472282556.0
0.1332154124975204,12.51211929321289,-0.6557695269584656,31.0,12.0,61.0,12.53,472282559.0
0.101027749478817,9.335866928100586,2.155481100082397,6.0,13.0,62.0,9.582,472282561.0
0.1336391568183899,12.15341377258301,-0.2121514528989792,40.0,14.0,63.0,12.156,472282563.0
0.07454473525285721,6.015324115753174,-1.611925005912781,36.0,0.0,71.0,6.228,472282586.0
0.1499905437231064,11.93523979187012,0.2083468288183212,36.0,1.0,72.0,11.938,472282589.0
0.07724002748727798,6.062038421630859,-1.399645447731018,42.0,2.0,73.0,6.222,472282591.0
0.1531950533390045,11.86073207855225,0.6216464638710022,35.0,3.0,74.0,11.878,472282593.0
0.07913476973772049,6.126805782318115,-1.191029787063599,40.0,4.0,74.0,6.242,472282596.0
0.1550691276788712,11.84573268890381,1.036456108093262,36.0,5.0,75.0,11.892,472282598.0
0.08229929208755493,6.204112529754639,-0.9827213287353516,38.0,6.0,76.0,6.282,472282600.0
0.1602749526500702,11.92535781860352,1.46438205242157,34.0,7.0,77.0,12.016,472282602.0
0.08531273156404495,6.266355514526367,-0.7694830298423767,41.0,8.0,78.0,6.314,472282605.0
0.1223978251218796,8.87649917602539,1.406032919883728,22.0,9.0,79.0,8.988,472282607.0
0.1819639056921005,13.19633293151855,-1.15463924407959,12.0,10.0,79.0,13.248,472282609.0
0.1254067569971085,8.981013298034668,1.745902299880981,14.0,11.0,80.0,9.15,472282612.0
0.1773982644081116,12.54752445220947,-0.6576536297798157,32.0,12.0,81.0,12.566,472282614.0
0.1299340724945068,9.078250885009766,2.096093893051147,16.0,13.0,82.0,9.318,472282616.0
0.1765830814838409,12.18886375427246,-0.2127797454595566,34.0,14.0,83.0,12.192,472282619.0
0.1348382383584976,9.19655704498291,2.46447491645813,15.0,15.0,84.0,9.522,472282621.0
0.09597121924161911,6.042069911956787,-1.619171977043152,33.0,0.0,91.0,6.256,472282642.0
0.1923577487468719,11.97863101959229,0.2091147303581238,42.0,1.0,92.0,11.982,472282644.0
0.09890609234571457,6.092907905578613,-1.406843900680542,44.0,2.0,93.0,6.254,472282646.0
0.1932714134454727,11.90608978271484,0.624053955078125,42.0,3.0,93.0,11.924,472282649.0
0.1008429154753685,6.146121978759766,-1.194845914840698,41.0,4.0,94.0,6.262,472282651.0
0.1972103118896484,11.89293003082275,1.040639519691467,35.0,5.0,95.0,11.94,472282653.0
0.1042530462145805,6.221563339233398,-0.9855371117591858,37.0,6.0,96.0,6.3,472282655.0
0.202842190861702,11.980299949646,1.471206665039062,31.0,7.0,97.0,12.072,472282658.0
0.1073895841836929,6.277928352355957,-0.7709454894065857,39.0,8.0,98.0,6.326000000000001,472282660.0
0.1538937985897064,8.905643463134766,1.410725951194763,22.0,9.0,99.0,9.018,472282662.0
0.2286118119955063,13.22948265075684,-1.157602548599243,15.0,10.0,99.0,13.282,472282665.0
0.157509371638298,9.02370548248291,1.754297852516174,17.0,11.0,100.0,9.194,472282667.0
0.2219003289937973,12.58676815032959,-0.6597470641136169,31.0,12.0,101.0,12.606,472282669.0
0.1618651151657104,9.091381072998047,2.0992431640625,16.0,13.0,102.0,9.332,472282672.0
0.2195244878530502,12.21016693115234,-0.2131636887788773,38.0,14.0,103.0,12.214,472282674.0
0.1655427366495132,9.207649230957031,2.467580795288086,4.0,15.0,103.0,9.534,472282676.0
0.1172859370708466,6.053287029266357,-1.622277736663818,35.0,0.0,111.0,6.268,472282697.0
0.2352251559495926,12.03186798095703,0.2100571691989899,56.0,1.0,112.0,12.036,472282699.0
0.1207501739263535,6.121750831604004,-1.413592457771301,46.0,2.0,113.0,6.284,472282701.0
0.2355786114931107,11.94328308105469,0.6260427236557007,42.0,3.0,113.0,11.962,472282704.0
0.1226087436079979,6.161435604095459,-1.197898864746094,42.0,4.0,114.0,6.278,472282706.0
0.239562913775444,11.93400096893311,1.044300079345703,45.0,5.0,115.0,11.982,472282708.0
0.1265295892953873,6.248810768127441,-0.9899172782897949,39.0,6.0,116.0,6.328,472282711.0
0.24595707654953,12.04302883148193,1.479006409645081,37.0,7.0,117.0,12.136,472282713.0
0.1299570649862289,6.30927038192749,-0.77484530210495,39.0,8.0,118.0,6.358000000000001,472282715.0
0.1855947226285934,8.934677124023438,1.415418982505798,20.0,9.0,119.0,9.048,472282718.0
0.2752450704574585,13.25051593780518,-1.159520030021667,16.0,10.0,119.0,13.304,472282720.0
0.1898704469203949,9.06432056427002,1.762311935424805,19.0,11.0,120.0,9.236,472282722.0
0.2662989497184753,12.60788154602051,-0.6608984470367432,29.0,12.0,121.0,12.628,472282725.0
0.1944288015365601,9.12972640991211,2.108241319656372,16.0,13.0,122.0,9.372,472282727.0
0.2628743052482605,12.24331283569336,-0.2137570679187775,40.0,14.0,123.0,12.248,472282729.0
0.1377969980239868,6.072178363800049,-1.627454161643982,38.0,0.0,130.0,6.288,472282752.0
0.2757630050182343,12.05900955200195,0.2105458378791809,58.0,1.0,131.0,12.064,472282754.0
0.1417682319879532,6.152488231658936,-1.420790910720825,48.0,2.0,132.0,6.316,472282757.0
0.27814781665802,11.98032569885254,0.6280314922332764,45.0,3.0,133.0,12.0,472282759.0
0.1438603699207306,6.196324348449707,-1.204767942428589,43.0,4.0,133.0,6.314,472282761.0
0.2800214290618896,11.97098541259766,1.047612071037292,50.0,5.0,134.0,12.02,472282764.0
0.1476695537567139,6.266130447387695,-0.9927331209182739,38.0,6.0,135.0,6.346,472282766.0
0.2873052954673767,12.10168266296387,1.486318469047546,34.0,7.0,136.0,12.196,472282768.0
0.1516854912042618,6.342541217803955,-0.7789888381958008,26.0,8.0,137.0,6.392,472282771.0
0.2149380594491959,8.987369537353516,1.423866510391235,22.0,9.0,137.0,9.102,472282773.0
0.3197596669197083,13.2734317779541,-1.161611795425415,18.0,10.0,138.0,13.328,472282775.0
0.2219755947589874,9.148036003112793,1.778721451759338,5.0,11.0,139.0,9.322000000000001,472282778.0
0.3091314733028412,12.64885902404785,-0.66309654712677,31.0,12.0,140.0,12.67,472282780.0
0.2266690284013748,9.208905220031738,2.126687288284302,6.0,13.0,141.0,9.454,472282782.0
0.304414689540863,12.28035640716553,-0.2144202589988708,42.0,14.0,142.0,12.286,472282784.0
0.9462766647338867,37.90657424926758,10.16020011901855,1.0,15.0,143.0,39.256,472282787.0
0.1595988571643829,6.094834327697754,-1.633665800094604,38.0,0.0,150.0,6.312,472282807.0
0.3188036382198334,12.09395599365234,0.2111741155385971,58.0,1.0,151.0,12.1,472282810.0
0.1636570990085602,6.167540073394775,-1.424390077590942,46.0,2.0,152.0,6.332,472282812.0
0.319463849067688,12.03923416137695,0.6311716437339783,51.0,3.0,152.0,12.06,472282814.0
0.1663274168968201,6.227185249328613,-1.21087384223938,41.0,4.0,153.0,6.346,472282817.0
0.3233055174350739,12.02570152282715,1.052492737770081,45.0,5.0,154.0,12.076,472282819.0
0.1699155569076538,6.279399394989014,-0.9949231743812561,40.0,6.0,155.0,6.36,472282821.0
0.3307892382144928,12.14624691009521,1.491924524307251,31.0,7.0,156.0,12.242,472282824.0
0.4351042807102203,15.87477684020996,-1.949909448623657,10.0,8.0,157.0,16.0,472282826.0
0.2502734959125519,9.073405265808105,1.43763267993927,20.0,9.0,158.0,9.19,472282828.0
0.3666949272155762,13.2941427230835,-1.16352915763855,17.0,10.0,158.0,13.35,472282831.0
0.2561403214931488,9.227667808532715,1.794367790222168,6.0,11.0,159.0,9.404,472282833.0
0.3542861342430115,12.68363952636719,-0.6649806499481201,32.0,12.0,160.0,12.706,472282835.0
0.2629738748073578,9.356103897094727,2.160879850387573,4.0,13.0,161.0,9.606,472282837.0
0.3486360609531403,12.32719230651855,-0.2152579873800278,42.0,14.0,162.0,12.334,472282840.0
1.077820181846619,37.87600708007812,10.15295314788818,1.0,15.0,163.0,39.228,472282842.0
0.1816751807928085,6.121274471282959,-1.640912771224976,30.0,0.0,170.0,6.34,472282863.0
0.3622109293937683,12.13274574279785,0.2118722200393677,60.0,1.0,171.0,12.14,472282865.0
0.1855357885360718,6.178618431091309,-1.42708945274353,46.0,2.0,172.0,6.344,472282867.0
0.3626256883144379,12.07597637176514,0.633160412311554,48.0,3.0,172.0,12.098,472282870.0
0.1889523714780807,6.256001949310303,-1.216598153114319,38.0,4.0,173.0,6.376,472282872.0
0.3668540120124817,12.07627868652344,1.057024836540222,45.0,5.0,174.0,12.128,472282874.0
0.192557618021965,6.302461624145508,-0.9986776113510132,37.0,6.0,175.0,6.384,472282877.0
0.3745268583297729,12.18866920471191,1.497286796569824,31.0,7.0,176.0,12.286,472282879.0
0.4331246912479401,14.01600170135498,-1.721770048141479,16.0,8.0,177.0,14.128,472282881.0
0.2820079922676086,9.125834465026855,1.446080207824707,19.0,9.0,177.0,9.244,472282884.0
0.4139643311500549,13.3206615447998,-1.165969491004944,17.0,10.0,178.0,13.378,472282886.0
0.2904343605041504,9.293435096740723,1.807342767715454,7.0,11.0,179.0,9.472,472282888.0
0.3995619118213654,12.71426582336426,-0.666655421257019,33.0,12.0,180.0,12.738,472282890.0
0.2972930669784546,9.407718658447266,2.173027276992798,6.0,13.0,181.0,9.66,472282893.0
0.3929975628852844,12.3678731918335,-0.2159909754991531,37.0,14.0,182.0,12.376,472282895.0
1.211506247520447,37.91835403442383,10.16537666320801,1.0,15.0,183.0,39.276,472282897.0
0.2852185964584351,8.597805976867676,-2.305042505264282,7.0,0.0,190.0,8.906,472282918.0
0.4062927663326263,12.18337059020996,0.2127797454595566,56.0,1.0,191.0,12.192,472282920.0
0.3914176821708679,11.67613792419434,-2.697163105010986,12.0,2.0,192.0,11.99,472282923.0
0.406047910451889,12.11256408691406,0.6351491808891296,46.0,3.0,192.0,12.136,472282925.0
0.3957909345626831,11.74537372589111,-2.284365177154541,28.0,4.0,193.0,11.972,472282927.0
0.4108943939208984,12.1306791305542,1.0619056224823,48.0,5.0,194.0,12.184,472282930.0
0.299182116985321,8.787309646606445,-1.392579555511475,12.0,6.0,195.0,8.902000000000001,472282932.0
0.4191077649593353,12.24680519104004,1.50459885597229,31.0,7.0,196.0,12.346,472282934.0
0.3070797920227051,8.92763614654541,-1.096824049949646,9.0,8.0,197.0,9.0,472282937.0
0.3146083354949951,9.14651107788086,1.449521780014038,15.0,9.0,197.0,9.266,472282939.0
0.4622493982315063,13.37090682983398,-1.170501589775085,20.0,10.0,198.0,13.43,472282941.0
0.3233499526977539,9.306099891662598,1.810014128684998,4.0,11.0,199.0,9.486,472282943.0
0.4453346133232117,12.75271511077881,-0.6687488555908203,32.0,12.0,200.0,12.778,472282946.0
0.3284898996353149,9.359882354736328,2.162229537963867,4.0,13.0,201.0,9.612,472282948.0
0.4372949004173279,12.39840126037598,-0.2165494561195374,37.0,14.0,202.0,12.408,472282950.0
1.344679713249207,37.93706130981445,10.17158889770508,0.0,15.0,203.0,39.3,472282953.0
0.3950801491737366,10.77442264556885,-2.888938188552856,20.0,0.0,210.0,11.162,472282973.0
0.4506588280200958,12.23183631896973,0.2136523574590683,49.0,1.0,211.0,12.242,472282976.0
0.3122167885303497,8.434216499328613,-1.94852602481842,17.0,2.0,212.0,8.662,472282978.0
0.4496560990810394,12.14699935913086,0.6370332837104797,42.0,3.0,212.0,12.172,472282980.0
0.4349633157253265,11.69487380981445,-2.274824857711792,59.0,4.0,213.0,11.922,472282983.0
0.4547238349914551,12.16899108886719,1.065391778945923,48.0,5.0,214.0,12.224,472282985.0
0.4645480215549469,12.31668090820312,1.513373494148254,31.0,7.0,216.0,12.418,472282989.0
0.3373392224311829,8.902705192565918,-1.093899250030518,26.0,8.0,217.0,8.976,472282992.0
0.3481792509555817,9.1887845993042,1.4564049243927,17.0,9.0,217.0,9.31,472282994.0
0.5096776485443115,13.38912105560303,-1.172244787216187,6.0,10.0,218.0,13.45,472282996.0
0.3553822040557861,9.293143272399902,1.807724475860596,13.0,11.0,219.0,9.474,472282999.0
0.4911505877971649,12.78501129150391,-0.6705282926559448,30.0,12.0,220.0,12.812,472283001.0
0.360558807849884,9.343100547790527,2.15863037109375,10.0,13.0,221.0,9.596,472283003.0
0.4813453257083893,12.41678047180176,-0.216898500919342,36.0,14.0,222.0,12.428,472283006.0
1.469877481460571,37.91695022583008,10.16744709014893,1.0,15.0,222.0,39.284,472283008.0
0.4330751597881317,10.78262996673584,-2.891526460647583,39.0,0.0,230.0,11.172,472283029.0
0.4945621490478516,12.26015949249268,0.2141759246587753,56.0,1.0,231.0,12.272,472283031.0
0.3412613570690155,8.42333984375,-1.946276545524597,17.0,2.0,232.0,8.652000000000001,472283033.0
0.4941563904285431,12.19724178314209,0.6397547125816345,46.0,3.0,232.0,12.224,472283036.0
0.4726705551147461,11.61678028106689,-2.259941816329956,31.0,4.0,233.0,11.844,472283038.0
0.498744398355484,12.205153465271,1.068703770637512,43.0,5.0,234.0,12.262,472283040.0
1.903854012489319,46.39218139648438,-7.353984355926514,1.0,6.0,235.0,47.01,472283042.0
0.5101541876792908,12.37845325469971,1.521173119544983,29.0,7.0,236.0,12.482,472283045.0
0.3707118630409241,8.957008361816406,-1.10072386264801,7.0,8.0,237.0,9.032,472283047.0
0.3800069093704224,9.181591987609863,1.455466270446777,22.0,9.0,237.0,9.304,472283049.0
0.3728989958763123,8.971953392028809,-0.7856218814849854,26.0,10.0,238.0,9.014,472283052.0
0.3866729736328125,9.264384269714355,1.802381753921509,17.0,11.0,239.0,9.446,472283054.0
0.5376992225646973,12.82911491394043,-0.6729357242584229,33.0,12.0,240.0,12.858,472283056.0
0.3930062353610992,9.337890625,2.157730579376221,15.0,13.0,241.0,9.592,472283059.0
0.5267959237098694,12.46497249603271,-0.217771127820015,42.0,14.0,242.0,12.478,472283061.0
1.610232710838318,37.94411849975586,10.17624759674072,0.0,15.0,243.0,39.318,472283063.0
0.4748988747596741,10.79053688049316,-2.89411449432373,34.0,0.0,252.0,11.182,472283084.0
0.5432229042053223,12.29413032531738,0.2148042172193527,58.0,1.0,253.0,12.308,472283086.0
0.3740338683128357,8.43170166015625,-1.94852602481842,6.0,2.0,254.0,8.662,472283089.0
0.5453366637229919,12.245041847229,0.6423715353012085,48.0,3.0,255.0,12.274,472283091.0
0.5137783288955688,11.53642749786377,-2.244677066802979,34.0,4.0,255.0,11.764,472283093.0
0.5480077862739563,12.25688934326172,1.073410153388977,46.0,5.0,256.0,12.316,472283095.0
2.084807157516479,46.44767761230469,-7.363996028900146,1.0,6.0,257.0,47.074,472283098.0
0.5600034594535828,12.42796325683594,1.527510404586792,29.0,7.0,258.0,12.534,472283100.0
0.5872716307640076,12.98272705078125,2.058364629745483,9.0,9.0,259.0,13.158,472283105.0
0.4051768481731415,8.922686576843262,-0.781438410282135,31.0,10.0,260.0,8.966,472283107.0
0.5880510210990906,12.85089778900146,-0.6741917729377747,32.0,12.0,262.0,12.882,472283112.0
0.5767724514007568,12.50880241394043,-0.2185739427804947,40.0,14.0,264.0,12.524,472283116.0
1.749560952186584,37.94375228881836,10.17780017852783,1.0,15.0,264.0,39.324,472283119.0
0.8572647571563721,18.04439163208008,-4.840433597564697,9.0,0.0,272.0,18.702,472283139.0
0.5886104702949524,12.34409236907959,0.2157117426395416,58.0,1.0,273.0,12.36,472283142.0
0.5190717577934265,10.84596633911133,-2.50685453414917,24.0,2.0,274.0,11.144,472283144.0
0.5898971557617188,12.28096771240234,0.6443603038787842,46.0,3.0,275.0,12.312,472283146.0
0.5289894342422485,11.012939453125,-2.143166542053223,55.0,4.0,275.0,11.232,472283148.0
0.5933793187141418,12.30863380432129,1.078116536140442,43.0,5.0,276.0,12.37,472283151.0
0.4186079502105713,8.65190601348877,-1.371930241584778,9.0,6.0,277.0,8.77,472283153.0
0.6043444871902466,12.44575977325439,1.529947757720947,14.0,7.0,278.0,12.554,472283155.0
0.7408257722854614,15.20166206359863,-1.868744492530823,0.0,8.0,279.0,15.334,472283158.0
0.639676570892334,13.07913875579834,2.074008226394653,10.0,9.0,280.0,13.258,472283160.0
0.4353470802307129,8.901318550109863,-0.7796952724456787,25.0,10.0,280.0,8.946,472283162.0
1.893462657928467,38.57666397094727,7.507570743560791,0.0,11.0,281.0,39.346,472283165.0
0.6344776153564453,12.8806848526001,-0.6758665442466736,33.0,12.0,282.0,12.914,472283167.0
1.841355681419373,37.24950408935547,8.61022663116455,2.0,13.0,283.0,38.276,472283169.0
0.6226125359535217,12.55065250396729,-0.2193418443202972,37.0,14.0,284.0,12.568,472283172.0
1.887851595878601,37.92164993286133,10.173659324646,1.0,15.0,285.0,39.308,472283174.0
0.5841803550720215,11.53188991546631,-3.093922853469849,20.0,0.0,290.0,11.954,472283195.0
0.6294180154800415,12.38212394714355,0.2164098471403122,54.0,1.0,291.0,12.4,472283197.0
0.5545325875282288,10.87152862548828,-2.513153076171875,38.0,2.0,292.0,11.172,472283199.0
0.6306199431419373,12.32094097137451,0.646558403968811,42.0,3.0,293.0,12.354,472283201.0
0.5616781711578369,10.97397041320801,-2.135915994644165,88.0,4.0,293.0,11.194,472283204.0
0.446294903755188,8.660411834716797,-1.373494625091553,11.0,6.0,295.0,8.78,472283208.0
0.6550243496894836,12.66781616210938,1.557490229606628,6.0,7.0,296.0,12.78,472283211.0
0.8045217990875244,15.50653553009033,-1.906524062156677,4.0,8.0,297.0,15.644,472283213.0
0.6834954619407654,13.17384624481201,2.089338779449463,7.0,9.0,297.0,13.356,472283215.0
0.4612376391887665,8.860112190246582,-0.7762090563774109,24.0,10.0,298.0,8.906,472283218.0
2.07178807258606,39.66452789306641,7.720513343811035,1.0,11.0,299.0,40.462,472283220.0
0.6768218278884888,12.91452884674072,-0.6777506470680237,33.0,12.0,300.0,12.95,472283222.0
